Created.Date,Agency.Name,Complaint.Type,Descriptor,Location.Type,Incident.Zip,Incident.Address,Borough,Latitude,Longitude,location,complain
11/12/13 23:43,Department of Transportation,Traffic Signal Condition,Controller,,11204,,BROOKLYN,40.61938091,-73.98288284,0,3
6/17/13 18:40,Department of Transportation,Sidewalk Condition,Newspaper Box Complaint,Sidewalk,11219,,BROOKLYN,40.63036402,-74.00413589,3,5
2/1/13 0:00,Department of Housing Preservation and Development,ELECTRIC,ELECTRIC-WIRING,RESIDENTIAL BUILDING,11226,323 EAST 26 STREET,BROOKLYN,40.64215962,-73.95252258,1,1
3/11/13 13:00,Department of Finance,DOF Literature Request,SCRIE - Application for Seniors Not Enrolled - English,,,,Unspecified,NA,NA,0,4
4/26/13 6:20,Department of Transportation,Street Condition,Defective Hardware,Street,11385,78-58 80 STREET,QUEENS,40.70386809,-73.86838206,3,3
4/4/13 11:00,Department of Transportation,Street Light Condition,Street Light Out,,, BRUNSWICK AVE,QUEENS,NA,NA,0,2
3/29/13 17:41,Taxi and Limousine Commission,Found Property,Electronics/Phones,,10023,31W WEST 71 STREET,MANHATTAN,40.77597714,-73.97748089,0,5
6/13/13 14:41,New York City Police Department,Illegal Parking,Blocked Sidewalk,Street/Sidewalk,11229,1765 EAST 19 STREET,BROOKLYN,40.60718339,-73.95409607,3,3
12/21/13 19:23,New York City Police Department,Noise - Park,Loud Music/Party,Park/Playground,10003,,MANHATTAN,40.73141011,-73.99697276,4,5
8/9/13 0:24,New York City Police Department,Noise - Commercial,Loud Music/Party,Club/Bar/Restaurant,10003,,MANHATTAN,40.73234787,-73.98493936,2,2
5/5/13 0:00,Department of Housing Preservation and Development,HEATING,HEAT,RESIDENTIAL BUILDING,10463,223 NAPLES TERRACE,BRONX,40.87975911,-73.90507105,1,1
1/22/13 0:00,Department of Housing Preservation and Development,HEATING,HEAT,RESIDENTIAL BUILDING,11226,80 WOODRUFF AVENUE,BROOKLYN,40.65348852,-73.96321461,1,1
9/11/13 7:52,New York City Police Department,Blocked Driveway,Partial Access,Street/Sidewalk,10463,3030 ARLINGTON AVENUE,BRONX,40.8820109,-73.91350834,3,3
8/24/13 19:38,Department of Parks and Recreation,Maintenance or Facility,Garbage or Litter,Park,10462,,BRONX,NA,NA,2,5
5/31/13 18:20,Taxi and Limousine Commission,Taxi Complaint,Driver Complaint,Street,10030,,MANHATTAN,40.8165011,-73.94654552,3,3
5/6/13 13:28,Department of Transportation,Street Light Condition,Time Clock Maladjusted,,, MARINE PARK,BROOKLYN,NA,NA,0,2
1/16/13 0:00,Department of Housing Preservation and Development,HEATING,HEAT,RESIDENTIAL BUILDING,10302,45 JEWETT AVENUE,STATEN ISLAND,40.63610537,-74.12883968,1,1
11/30/13 0:00,Department of Housing Preservation and Development,HEATING,HEAT,RESIDENTIAL BUILDING,10463,3075 HEATH AVENUE,BRONX,40.87762641,-73.90170028,1,1
12/18/13 0:00,Department of Health and Mental Hygiene,Unsanitary Pigeon Condition,Pigeon Odor,3+ Family Apartment Building,10474,632 COSTER STREET,BRONX,40.81292567,-73.88701319,1,5
6/15/13 12:39,New York City Police Department,Derelict Vehicle,With License Plate,Street/Sidewalk,10306,,STATEN ISLAND,40.56663764,-74.13090845,3,5
8/26/13 20:56,Department of Environmental Protection,Water System,Other Water Problem (Use Comments) (WZZ),,10451,329 CANAL PLACE,BRONX,40.81397624,-73.92703213,0,1
5/22/13 17:26,Department of Transportation,Broken Muni Meter,Out of Order,Street,11432,168-19 HILLSIDE AVENUE,QUEENS,40.71023428,-73.79420571,3,3
9/21/13 0:00,Department of Housing Preservation and Development,HEATING,HEAT,RESIDENTIAL BUILDING,11203,580 BROOKLYN AVENUE,BROOKLYN,40.6600991,-73.94538772,1,1
12/2/13 10:49,Lot Cleaning,Vacant Lot,8 Request to Clean Vacant Lot,Lot,10309, SOUTH SERVICE ROAD,STATEN ISLAND,40.52641105,-74.21982895,4,5
12/11/13 0:00,Department of Housing Preservation and Development,GENERAL CONSTRUCTION,MOLD,RESIDENTIAL BUILDING,10470,4769 WHITE PLAINS ROAD,BRONX,40.90523938,-73.84953354,1,2
12/17/13 0:00,Department of Housing Preservation and Development,PAINT - PLASTER,WALLS,RESIDENTIAL BUILDING,11207,380 COZINE AVENUE,BROOKLYN,40.65791524,-73.8785356,1,1
12/21/13 0:00,Department of Housing Preservation and Development,HEATING,HEAT,RESIDENTIAL BUILDING,11233,1748 BERGEN STREET,BROOKLYN,40.67468659,-73.92423556,1,1
11/6/13 18:08,"A - Illegal Posting Staten Island, Queens and Brooklyn",Dirty Conditions,E15 Illegal Postering,Sidewalk,11204,,BROOKLYN,40.61938091,-73.98288284,3,2
1/29/13 11:37,Department of Transportation,Street Condition,Failed Street Repair,Street,10010,,MANHATTAN,40.73679061,-73.97849729,3,3
3/1/13 14:14,Taxi and Limousine Commission,Taxi Complaint,Driver Complaint,Street,10026,,MANHATTAN,40.80202409,-73.94968151,3,3
11/15/13 0:00,Department of Housing Preservation and Development,HEATING,HEAT,RESIDENTIAL BUILDING,11412,120-43 195 STREET,QUEENS,40.68832907,-73.75407188,1,1
6/21/13 8:52,Department of Environmental Protection,Water System,Leak (Use Comments) (WA2),,11223,2569 WEST 2 STREET,BROOKLYN,40.58687475,-73.97140968,0,1
7/5/13 11:26,Department of Environmental Protection,Sewer,Manhole Cover Missing (Emergency) (SA3),,10463,,BRONX,40.87396587,-73.90275068,0,1
5/22/13 9:07,Department of Sanitation,Graffiti,Graffiti,Comercial,11206,71 WHITE STREET,BROOKLYN,40.7061458,-73.93553593,2,2
11/27/13 0:00,Department of Housing Preservation and Development,HEATING,HEAT,RESIDENTIAL BUILDING,10034,87 POST AVENUE,MANHATTAN,40.86394841,-73.92167359,1,1
9/10/13 0:00,Department of Housing Preservation and Development,NONCONST,VERMIN,RESIDENTIAL BUILDING,11230,1402 AVENUE K,BROOKLYN,40.62269701,-73.96171142,1,4
3/28/13 12:46,BCC - Bronx,Sanitation Condition,15 Street Cond/Dump-Out/Drop-Off,Street,10473,,BRONX,40.81146356,-73.8557712,3,2
2/1/13 0:00,Department of Housing Preservation and Development,HEATING,HEAT,RESIDENTIAL BUILDING,11206,152 MARCUS GARVEY BOULEVARD,BROOKLYN,40.6932506,-73.94009568,1,1
11/30/13 0:00,Department of Housing Preservation and Development,PAINT - PLASTER,CEILING,RESIDENTIAL BUILDING,11238,420 CLINTON AVENUE,BROOKLYN,40.68564482,-73.96733258,1,1
12/17/13 0:00,Department of Housing Preservation and Development,GENERAL CONSTRUCTION,WINDOW GUARDS,RESIDENTIAL BUILDING,11211,232 METROPOLITAN AVENUE,BROOKLYN,40.71512401,-73.95989437,1,2
6/20/13 0:00,Department of Housing Preservation and Development,PAINT - PLASTER,CEILING,RESIDENTIAL BUILDING,11226,175 LOTT STREET,BROOKLYN,40.64562416,-73.95404079,1,1
6/11/13 0:00,Department of Housing Preservation and Development,GENERAL CONSTRUCTION,MOLD,RESIDENTIAL BUILDING,10040,351 WADSWORTH AVENUE,MANHATTAN,40.85587643,-73.93053238,1,2
12/7/13 0:00,Department of Housing Preservation and Development,HEATING,HEAT,RESIDENTIAL BUILDING,10467,3200 DECATUR AVENUE,BRONX,40.87394516,-73.87547606,1,1
1/3/13 17:01,BCC - Staten Island,Missed Collection (All Materials),1R Missed Recycling-All Materials,Sidewalk,10306,112 KELVIN AVENUE,STATEN ISLAND,40.55406295,-74.13391021,3,4
5/11/13 10:45,Department of Parks and Recreation,Root/Sewer/Sidewalk Condition,Trees and Sidewalks Program,Street,10011,458 WEST 23 STREET,MANHATTAN,40.7471595,-74.00293412,3,5
12/20/13 8:59,New York City Police Department,Illegal Parking,Blocked Sidewalk,Street/Sidewalk,11219,1031 59 STREET,BROOKLYN,40.6329359,-74.00373974,3,3
6/5/13 13:45,Queens East 10,Sanitation Condition,22 Weeds,Sidewalk,11420,111-39 126 STREET,QUEENS,40.68197098,-73.81501366,3,2
3/11/13 0:00,Department of Housing Preservation and Development,GENERAL CONSTRUCTION,MOLD,RESIDENTIAL BUILDING,11210,1418 BROOKLYN AVENUE,BROOKLYN,40.63831506,-73.94244379,1,2
2/21/13 10:29,Department of Transportation,Street Condition,Defective Hardware,Street,10468,2455 SEDGWICK AVENUE,BRONX,40.86478981,-73.90880904,3,3
9/20/13 0:00,Department of Housing Preservation and Development,GENERAL CONSTRUCTION,MOLD,RESIDENTIAL BUILDING,11203,226 EAST 39 STREET,BROOKLYN,40.65191751,-73.94104096,1,2
1/21/13 0:00,Department of Housing Preservation and Development,PLUMBING,RADIATOR,RESIDENTIAL BUILDING,10026,23 WEST 119 STREET,MANHATTAN,40.80297756,-73.94592428,1,1
12/28/13 19:16,Department of Environmental Protection,Sewer,Catch Basin Clogged/Flooding (Use Comments) (SC),,11204,5923 17 AVENUE,BROOKLYN,40.62376784,-73.98905971,0,1
8/17/13 21:14,Department of Buildings,Special Projects Inspection Team (SPIT),Sign/Awning/Marquee - Illegal/No Permit,,11356,20-07 127 STREET,QUEENS,40.78145576,-73.84141438,0,5
4/24/13 12:33,BCC - Queens West,Derelict Vehicles,14 Derelict Vehicles,Street,11421,89-20 91 STREET,QUEENS,40.69043844,-73.85293909,3,2
9/20/13 13:28,Department of Transportation,Street Condition,Failed Street Repair,Street,11423,,QUEENS,40.71928267,-73.76360775,3,3
8/11/13 19:11,Department of Parks and Recreation,Maintenance or Facility,Structure - Outdoors,Park,11355,,QUEENS,40.7483564,-73.82052444,2,5
3/14/13 12:54,Department of Sanitation,Graffiti,Graffiti,Mixed Use,11211,392 BROADWAY,BROOKLYN,40.70720332,-73.95440952,3,2
7/22/13 7:01,Brooklyn North 03,Sanitation Condition,15 Street Cond/Dump-Out/Drop-Off,Street,11233,144 DECATUR STREET,BROOKLYN,40.68101284,-73.93714662,3,2
4/27/13 1:17,New York City Police Department,Noise - Commercial,Loud Music/Party,Club/Bar/Restaurant,11369,91-01 ASTORIA BOULEVARD,QUEENS,40.76349768,-73.87813729,2,2
9/5/13 15:31,Taxi and Limousine Commission,Taxi Complaint,Driver Complaint,Highway,11369,,QUEENS,40.7616238,-73.85953223,3,3
7/24/13 0:00,Department of Housing Preservation and Development,GENERAL CONSTRUCTION,WINDOWS,RESIDENTIAL BUILDING,10465,3209 PHILIP AVENUE,BRONX,40.83071893,-73.81779086,1,2
11/24/13 0:00,Department of Housing Preservation and Development,HEATING,HEAT,RESIDENTIAL BUILDING,10460,840 BRONX PARK SOUTH,BRONX,40.84750998,-73.88241469,1,1
2/27/13 7:12,Department of Transportation,Street Condition,Pothole,,11414,,QUEENS,40.66419362,-73.84111645,0,3
2/14/13 0:00,Department of Housing Preservation and Development,HEATING,HEAT,RESIDENTIAL BUILDING,10033,712 WEST 176 STREET,MANHATTAN,40.84703224,-73.93890178,1,1
4/8/13 11:20,Department of Buildings,Special Enforcement,SEP - Professional Certification Compliance Audit,,11416,97-43 80 STREET,QUEENS,40.68108085,-73.85899522,0,5
2/17/13 0:00,Department of Housing Preservation and Development,HEATING,HEAT,RESIDENTIAL BUILDING,11236,716 EAST 81 STREET,BROOKLYN,40.63707841,-73.91371771,1,1
1/23/13 0:00,Department of Housing Preservation and Development,HEATING,HEAT,RESIDENTIAL BUILDING,10012,27 PRINCE STREET,MANHATTAN,40.72293422,-73.99463897,1,1
3/25/13 11:55,Department of Finance,DOF Literature Request,Certification by SCRIE Renewal Applicant Without a Renewal Lease,,,,Unspecified,NA,NA,0,4
3/26/13 16:00,Department of Buildings,Building/Use,Illegal Conversion Of Residential Building/Space,,11420,115-04 VAN WYCK EXPRESSWAY,QUEENS,40.68073614,-73.80521755,0,2
3/5/13 0:00,Department of Housing Preservation and Development,GENERAL CONSTRUCTION,FLOOR,RESIDENTIAL BUILDING,10451,751 GERARD AVENUE,BRONX,40.82469135,-73.92660486,1,2
3/19/13 8:25,BCC - Brooklyn North,Derelict Vehicles,14 Derelict Vehicles,Street,11208, ELDERT LANE,BROOKLYN,40.67023286,-73.86301954,3,2
4/14/13 16:19,HRA Benefit Card Replacement,Benefit Card Replacement,Medicaid,NYC Street Address,,,Unspecified,NA,NA,4,5
5/31/13 10:01,A - Manhattan,Other Enforcement,E2A Storage Of Receptacles,Sidewalk,10011, WEST   13 STREET,MANHATTAN,40.73598832,-73.99573126,3,5
5/7/13 18:15,Taxi and Limousine Commission,Taxi Complaint,Driver Complaint,Street,11238,66 LEXINGTON AVENUE,BROOKLYN,40.6867209,-73.95915785,3,3
3/19/13 0:00,Department of Housing Preservation and Development,PLUMBING,BASIN/SINK,RESIDENTIAL BUILDING,10468,2403 CRESTON AVENUE,BRONX,40.86046183,-73.89939026,1,1
10/2/13 0:00,Department of Housing Preservation and Development,PAINT - PLASTER,CEILING,RESIDENTIAL BUILDING,10033,141 WADSWORTH AVENUE,MANHATTAN,40.84930566,-73.93533936,1,1
3/13/13 0:00,Department of Housing Preservation and Development,HEATING,HEAT,RESIDENTIAL BUILDING,10465,727 VINCENT AVENUE,BRONX,40.82932621,-73.81707198,1,1
1/29/13 0:00,Department of Housing Preservation and Development,PLUMBING,BASIN/SINK,RESIDENTIAL BUILDING,10467,3280 ROCHAMBEAU AVENUE,BRONX,40.87740351,-73.8807129,1,1
2/25/13 7:55,Department of Environmental Protection,Water System,Leak (Use Comments) (WA2),,11694,350 BEACH 142 STREET,QUEENS,40.57370521,-73.85953146,0,1
8/30/13 13:16,Department of Environmental Protection,Water System,Leak (Use Comments) (WA2),,11691,,QUEENS,40.59397446,-73.77023023,0,1
4/4/13 0:00,Department of Health and Mental Hygiene,Rodent,Condition Attracting Rodents,1-2 Family Dwelling,11214,2038 81 STREET,BROOKLYN,40.60687951,-73.99438538,1,2
10/27/13 0:00,Department of Housing Preservation and Development,HEATING,HEAT,RESIDENTIAL BUILDING,10033,404 AUDUBON AVENUE,MANHATTAN,40.8513531,-73.93043589,1,1
7/20/13 10:48,Department of Environmental Protection,Water System,Fire Hydrant Emergency (FHE),,10466,4010 LACONIA AVENUE,BRONX,40.88553106,-73.84840278,0,1
11/25/13 0:00,Department of Housing Preservation and Development,HEATING,HEAT,RESIDENTIAL BUILDING,11220,314 57 STREET,BROOKLYN,40.64336748,-74.01803497,1,1
12/6/13 0:00,Department of Housing Preservation and Development,PAINT - PLASTER,WINDOW/FRAME,RESIDENTIAL BUILDING,10040,17 ARDEN STREET,MANHATTAN,40.86161061,-73.92691117,1,1
8/18/13 13:56,Department of Transportation,Street Condition,Pothole,,,1226 COLLEGE AVENUE,BRONX,NA,NA,0,3
3/24/13 21:41,New York City Police Department,Illegal Parking,Commercial Overnight Parking,Street/Sidewalk,10314,,STATEN ISLAND,40.59822938,-74.13412843,3,3
10/8/13 15:40,Department of Environmental Protection,Water Conservation,Water Meter Broken/Leaking - Other (CMO),,10025,929 COLUMBUS AVENUE,MANHATTAN,40.79892213,-73.96308729,0,5
11/19/13 10:00,New York City Police Department,Illegal Parking,Blocked Sidewalk,Street/Sidewalk,11109, 48TH AVENUE,QUEENS,40.74481057,-73.95790244,3,3
7/28/13 8:42,Department of Environmental Protection,Noise,Noise: Construction Before/After Hours (NM1),,11207,197 HENDRIX STREET,BROOKLYN,40.67746742,-73.89058474,0,1
5/4/13 10:58,New York City Police Department,Noise - Park,Loud Music/Party,Park/Playground,10040,37 NAGLE AVENUE,MANHATTAN,40.85970488,-73.92986682,4,5
2/10/13 0:00,Department of Housing Preservation and Development,HEATING,HEAT,RESIDENTIAL BUILDING,,1275 EDWARD L GRANT HIGHWAY,BRONX,NA,NA,1,1
7/9/13 16:05,New York City Police Department,Traffic,Congestion/Gridlock,Street/Sidewalk,11375,,QUEENS,40.72513347,-73.84750853,3,5
5/27/13 0:00,Department of Housing Preservation and Development,PAINT - PLASTER,CEILING,RESIDENTIAL BUILDING,11355,45-15 COLDEN STREET,QUEENS,40.75050114,-73.82300179,1,1
1/1/13 12:37,Department of Transportation,Street Condition,Pothole,,10308,56 FLORENCE STREET,STATEN ISLAND,40.54363044,-74.14694651,0,3
3/12/13 0:00,Department of Housing Preservation and Development,NONCONST,SMOKE-DETECTOR,RESIDENTIAL BUILDING,11385,1848 DECATUR STREET,QUEENS,40.69847955,-73.89752137,1,4
5/22/13 11:10,Department of Buildings,General Construction/Plumbing,Cons - Contrary/Beyond Approved Plans/Permits,,11235,164 DOVER STREET,BROOKLYN,40.57825944,-73.94935331,0,2
1/27/13 7:00,Department of Transportation,Street Condition,Pothole,,,,STATEN ISLAND,NA,NA,0,3
12/10/13 0:00,Department of Housing Preservation and Development,PAINT - PLASTER,CEILING,RESIDENTIAL BUILDING,11234,3502 KINGS HIGHWAY,BROOKLYN,40.62055813,-73.94069764,1,1
4/12/13 0:00,Department of Housing Preservation and Development,HEATING,HEAT,RESIDENTIAL BUILDING,11208,469 PINE STREET,BROOKLYN,40.67392785,-73.87058254,1,1
2/8/13 0:00,Department of Housing Preservation and Development,PAINT - PLASTER,WALLS,RESIDENTIAL BUILDING,,1867 SCHENECTADY AVENUE,BROOKLYN,NA,NA,1,1
3/12/13 18:23,Department of Buildings,Building/Use,Illegal Conversion Of Residential Building/Space,,11101,31-17 38 AVENUE,QUEENS,40.75368558,-73.93181199,0,2
12/2/13 13:46,A - Queens,Other Enforcement,ECR Commercial Routing Sticker,Sidewalk,11414,160-04 CROSS BAY BOULEVARD,QUEENS,40.65720027,-73.83939951,3,5
11/1/13 18:15,Department of Buildings,General Construction/Plumbing,Curb Cut/Driveway/Carport - Illegal,,11221,135 STANHOPE STREET,BROOKLYN,40.69814805,-73.9229575,0,2
6/20/13 13:01,Department of Environmental Protection,Sewer,Sewer Backup (Use Comments) (SA),,11235,2488 OCEAN PARKWAY,BROOKLYN,40.58917879,-73.96558313,0,1
10/21/13 12:46,Department of Transportation,Street Light Condition,Street Light Out,,10462,2351 POWELL AVENUE,BRONX,40.83162155,-73.84781373,0,2
9/30/13 10:07,Department of Buildings,BEST/Site Safety,Demolition Notification Received,,11374,99-27 62 ROAD,QUEENS,40.7344457,-73.85764825,0,5
2/1/13 0:00,Department of Housing Preservation and Development,ELECTRIC,ELECTRIC-SUPPLY,RESIDENTIAL BUILDING,10454,528 EAST 142 STREET,BRONX,40.81003053,-73.91665798,1,1
6/19/13 18:22,Department of Transportation,Street Sign - Damaged,"No Parking, Standing, Stopping",Street,10014,99 BANK STREET,MANHATTAN,40.73645757,-74.00650238,3,5
5/29/13 15:35,BCC - Brooklyn North,Sanitation Condition,15 Street Cond/Dump-Out/Drop-Off,Street,11237,171 STARR STREET,BROOKLYN,40.7039212,-73.92431414,3,2
3/14/13 0:00,Department of Housing Preservation and Development,GENERAL CONSTRUCTION,DOORS,RESIDENTIAL BUILDING,10467,2723 BARNES AVENUE,BRONX,40.86603513,-73.86351285,1,2
6/17/13 13:46,Department of Parks and Recreation,Maintenance or Facility,Structure - Outdoors,Beach,11224,,BROOKLYN,NA,NA,4,5
4/9/13 18:30,Department of Transportation,Street Condition,Failed Street Repair,Street,11216,191A HALSEY STREET,BROOKLYN,40.68231538,-73.94549572,3,3
3/10/13 0:00,Department of Housing Preservation and Development,NONCONST,CARBON MONOXIDE,RESIDENTIAL BUILDING,11230,1317 EAST 14 STREET,BROOKLYN,40.61714124,-73.96080691,1,4
1/31/13 15:28,Department of Sanitation,Graffiti,Graffiti,Comercial,10025,156 WEST 108 STREET,MANHATTAN,40.8011949,-73.96348334,2,2
9/27/13 0:00,Department of Health and Mental Hygiene,Rodent,Rat Sighting,3+ Family Apt. Building,11421,90-46 80 STREET,QUEENS,40.6871163,-73.86099808,1,2
5/17/13 14:01,Department of Transportation,Street Light Condition,Street Light Out,,,,MANHATTAN,NA,NA,0,2
3/7/13 0:00,Department of Housing Preservation and Development,PAINT - PLASTER,WALLS,RESIDENTIAL BUILDING,11228,97 BAY 10 STREET,BROOKLYN,40.60883068,-74.01097025,1,1
5/31/13 0:00,Department of Housing Preservation and Development,GENERAL CONSTRUCTION,MOLD,RESIDENTIAL BUILDING,11103,43-05 28 AVENUE,QUEENS,40.76429366,-73.91115591,1,2
10/6/13 14:51,Department of Environmental Protection,Noise,Noise: Construction Before/After Hours (NM1),,10003,232 EAST 14 STREET,MANHATTAN,40.73292719,-73.98633562,0,1
1/24/13 15:27,Department of Transportation,Curb Condition,Defacement,Curb,11385,1667 NORMAN STREET,QUEENS,40.696455,-73.90193134,4,5
1/24/13 0:00,Department of Housing Preservation and Development,HEATING,HEAT,RESIDENTIAL BUILDING,10032,543 WEST 162 STREET,MANHATTAN,40.83656231,-73.94109055,1,1
4/4/13 15:13,Department of Environmental Protection,Water System,Hydrant Defective (WC2),,11237,,BROOKLYN,40.7081023,-73.92557902,0,1
10/7/13 17:17,Department of Finance,DOF Literature Request,A Tenant's Guide to DRIE,,,,Unspecified,NA,NA,0,4
1/10/13 14:55,Department of Transportation,DOT Literature Request,2013 Alternate Side Parking Calendar - English,,,,Unspecified,NA,NA,0,5
12/8/13 14:44,Department of Transportation,Street Condition,Pothole,,11418, MYRTLE AVENUE,QUEENS,40.70089502,-73.83984965,0,3
5/5/13 19:41,Department of Parks and Recreation,Root/Sewer/Sidewalk Condition,Trees and Sidewalks Program,Street,11362,51-41 MARATHON PARKWAY,QUEENS,40.76312059,-73.73401355,3,5
1/18/13 0:00,Department of Health and Mental Hygiene,Rodent,Mouse Sighting,1-2 Family Dwelling,11369,97-11 24 AVENUE,QUEENS,40.76638214,-73.87281079,1,2
5/28/13 14:42,New York City Police Department,Blocked Driveway,No Access,Street/Sidewalk,11435,145-54 ARLINGTON TERRACE,QUEENS,40.6898768,-73.80232415,3,3
6/3/13 12:43,Department of Parks and Recreation,Overgrown Tree/Branches,Traffic Sign or Signal Blocked,Street,11203,,BROOKLYN,40.64951245,-73.93983224,3,5
6/9/13 22:12,New York City Police Department,Noise - Street/Sidewalk,Loud Talking,Street/Sidewalk,11215,,BROOKLYN,40.66278763,-73.98831801,3,5
10/17/13 17:55,Department of Transportation,Traffic Signal Condition,Veh Signal Lamp,,,,BROOKLYN,NA,NA,0,3
7/6/13 0:00,Department of Housing Preservation and Development,PLUMBING,BATHTUB,RESIDENTIAL BUILDING,10458,2343 VALENTINE AVENUE,BRONX,40.85797913,-73.89769496,1,1
2/20/13 18:58,Department of Buildings,Special Projects Inspection Team (SPIT),Contrary To LL 58/87(Handicapped Access),,11230,1245 OCEAN AVENUE,BROOKLYN,40.6318302,-73.95753417,0,5
7/22/13 0:00,Department of Housing Preservation and Development,PLUMBING,WATER-LEAKS,RESIDENTIAL BUILDING,10456,1051 COLLEGE AVENUE,BRONX,40.82976944,-73.91514089,1,1
5/1/13 21:46,New York City Police Department,Noise - Street/Sidewalk,Loud Talking,Street/Sidewalk,10306,,STATEN ISLAND,40.58727736,-74.09924407,3,5
8/30/13 11:23,Department of Transportation,Street Condition,Failed Street Repair,Street,11219,1279 52 STREET,BROOKLYN,40.63361378,-73.99428946,3,3
5/14/13 11:13,Department of Health and Mental Hygiene,Food Poisoning,3 or More,Restaurant/Bar/Deli/Bakery,10025,2955 BROADWAY,MANHATTAN,40.80780437,-73.96405768,2,5
2/8/13 0:00,Department of Housing Preservation and Development,GENERAL CONSTRUCTION,MOLD,RESIDENTIAL BUILDING,10032,535 WEST 162 STREET,MANHATTAN,40.83650185,-73.94094605,1,2
4/25/13 13:00,Department of Transportation,Street Condition,Cave-in,Street,11355,136-76 41 AVENUE,QUEENS,40.75866767,-73.82904428,3,3
8/16/13 11:40,BCC - Queens East,Missed Collection (All Materials),1RG Missed Recycling Paper,Sidewalk,11693,328 BEACH 91 STREET,QUEENS,40.58811376,-73.81562289,3,4
3/5/13 0:00,Department of Housing Preservation and Development,PAINT - PLASTER,CEILING,RESIDENTIAL BUILDING,10003,24 EAST 13 STREET,MANHATTAN,40.73485461,-73.99305395,1,1
2/15/13 7:16,New York City Police Department,Blocked Driveway,No Access,Street/Sidewalk,11204,2243 62 STREET,BROOKLYN,40.61496383,-73.97863018,3,3
8/14/13 21:57,New York City Police Department,Blocked Driveway,Partial Access,Street/Sidewalk,11421,85-09 90 STREET,QUEENS,40.69554672,-73.85530432,3,3
5/23/13 5:04,Department of Transportation,Highway Condition,Pothole - Highway,Highway,10471,,BRONX,40.90048082,-73.89785381,3,5
3/20/13 23:25,Department of Transportation,Street Condition,Pothole,,10308,,STATEN ISLAND,40.56077523,-74.1627224,0,3
7/23/13 11:44,Department of Transportation,Street Light Condition,Multiple Street Lights Out,,11222,,BROOKLYN,40.72289138,-73.94022056,0,2
8/20/13 11:13,Department of Transportation,Street Light Condition,Street Light Cycling,,,,BROOKLYN,NA,NA,0,2
6/29/13 19:52,Department of Buildings,General Construction/Plumbing,Cons - Contrary/Beyond Approved Plans/Permits,,11222,508 HUMBOLT STREET,BROOKLYN,40.71946222,-73.94378785,0,2
4/22/13 0:00,Department of Housing Preservation and Development,NONCONST,VERMIN,RESIDENTIAL BUILDING,11372,35-06 73 STREET,QUEENS,40.75059293,-73.89300551,1,4
4/17/13 13:00,New York City Police Department,Noise - Commercial,Loud Music/Party,Store/Commercial,10033,1505 ST NICHLAS AVENUE,MANHATTAN,40.85199617,-73.93178712,2,2
6/24/13 0:00,Department of Housing Preservation and Development,PLUMBING,WATER-LEAKS,RESIDENTIAL BUILDING,11373,41-96 GLEANE STREET,QUEENS,40.74499643,-73.87658682,1,1
6/9/13 7:39,New York City Police Department,Blocked Driveway,No Access,Street/Sidewalk,10467,834 EAST 219 STREET,BRONX,40.88229455,-73.85881439,3,3
8/2/13 15:40,Department of Environmental Protection,Sewer,Catch Basin Clogged/Flooding (Use Comments) (SC),,11432,84-18 164 STREET,QUEENS,40.7148164,-73.80267223,0,1
3/1/13 7:34,Department of Environmental Protection,Water System,Leak (Use Comments) (WA2),,11214,8674 24 AVENUE,BROOKLYN,40.5979532,-73.99075999,0,1
8/22/13 0:00,Department of Housing Preservation and Development,NONCONST,VERMIN,RESIDENTIAL BUILDING,10033,1271 ST NICHOLAS AVENUE,MANHATTAN,40.84449251,-73.93727046,1,4
11/4/13 13:41,BCC - Queens West,Derelict Vehicles,14 Derelict Vehicles,Street,11421,,QUEENS,40.6834162,-73.86549832,3,2
12/25/13 0:00,Department of Housing Preservation and Development,HEATING,HEAT,RESIDENTIAL BUILDING,10034,97 SHERMAN AVENUE,MANHATTAN,40.86380538,-73.92535778,1,1
9/10/13 0:00,Department of Housing Preservation and Development,NONCONST,RUBBISH,RESIDENTIAL BUILDING,10030,2657 FREDERICK DOUGLASS BOULEVARD,MANHATTAN,40.82074022,-73.94346384,1,4
5/31/13 9:01,Department of Transportation,Traffic Signal Condition,Controller,,10314,,STATEN ISLAND,40.61792346,-74.15577653,0,3
11/25/13 0:00,Department of Housing Preservation and Development,HEATING,HEAT,RESIDENTIAL BUILDING,10453,2250 AQUEDUCT AVENUE EAST,BRONX,40.85887375,-73.90726267,1,1
2/8/13 0:00,Department of Housing Preservation and Development,ELECTRIC,BELL-BUZZER/INTERCOM,RESIDENTIAL BUILDING,,152 PATCHEN AVENUE,BROOKLYN,NA,NA,1,1
12/15/13 19:24,Department of Environmental Protection,Noise,Noise: Jack Hammering (NC2),,10007,,MANHATTAN,40.71523516,-74.00541813,0,1
10/25/13 8:34,Bureau of Fire Prevention - Highrise Unit - Inspections,EAP Inspection - F59,On Site Test,Street Address,10016,3 PARK AVENUE,MANHATTAN,40.74678477,-73.98154726,4,5
5/28/13 11:02,Department of Buildings,Special Natural Area District (SNAD),Illegal Tree Removal/Topo. Change in SNAD,,10307,7270 HYLAN BOULEVARD,STATEN ISLAND,40.50386313,-74.24644708,0,5
2/13/13 0:00,Department of Housing Preservation and Development,HEATING,HEAT,RESIDENTIAL BUILDING,,207 WEST 107 STREET,MANHATTAN,NA,NA,1,1
